0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1552,Ubicación Ronda Hidraúlica,"El objeto geográfico identifica la localización de la Ronda Hidraulica de Bogotá para el área urbana del Distrito Capital, regido bajo el Decreto 190 de 2004 considerado en el Artículo 95 como Parques Ecológicos Distritales de Humedal, de igual manera es considerado en el Acuerdo 577 de 2014. Resolución No. 5735 de 2008 y Acuerdo 487 de 2011 Resolución 5191 Secretaria Distrital de Ambiente, por el cual se declaran e incorporan como Parques Ecológicos Distritales de Humedal, los humedales de Ribera ""Tunjo"" ""La Isla"" y humedal ""salitre"". Representado e identificado las zonas de protección, bajo la política de humedales del distrito capital, definido como fundamentales en el equilibrio ecológico y ambiental global, ya que son el hábitat de muchas especies de fauna y flora, y elementos vitales en la estructura ecosistémica, sociocultural y económica de las naciones y del mundo; Temáticamente da cuenta de la posición, delimitación, acto administrativo y cobertura vegetal para cada humedal Figurada mediante representación multi temporal entra los años 1956- 2016. La capa está asociada al sistema de referencia de coordenadas planas cartesianas para Bogotá en datum Magna-Sirgas.",https://www.datos.gov.co/dataset/Ubicación-Ronda-Hidraúlica/igw6-fucs,Enlace externo,January 12 2019,1,parques/ecosistemas/áreas protegid,,,,,,,,,,,,,
1553,Delimitación Corredor Ecológico Ronda,,https://www.datos.gov.co/dataset/Delimitación-Corredor-Ecológico-Ronda/ayyu-a5dp,Enlace externo,January 12 2019,7,corredor/inundación/protección ambiental/ro,,,,,,,,,,,,,
1554,Distribución poblacional de estudiantes- Proyectos de Formación OFB,"Presenta la distribución poblacional por género, etnia y condiciones sociales específicas de los estudiantes atendidos en lo corrido del año en cada punto de atención de los proyectos de formación (Proyecto Escolar y Centros Filarmónicos) de la Dirección de Fomento y Desarrollo.",https://www.datos.gov.co/dataset/Distribución-poblacional-de-estudiantes-Proyectos-/eqd6-2ypc,Enlace externo,January 12 2019,3,estudiantes/proyecto escolar/condición social/proyectos de formación/beneficia,,,,,,,,,,,,,
1555,Atención a Estudiantes-Proyectos de formación-OFB,"Presenta los ingresos, retiros y atención a estudiantes en cada punto de atención de los proyectos de formación (Proyecto Escolar y Centros Filarmónicos) de la Dirección de Fomento y Desarrollo durante el año.",https://www.datos.gov.co/dataset/Atención-a-Estudiantes-Proyectos-de-formación-OFB/ubr7-u4ri,Enlace externo,January 12 2019,3,proyectos de formación/sesiones de clase/alcaldías locales/beneficiarios/centros filarmón,,,,,,,,,,,,,
1556,Actividades – Dirección de Fomento y Desarrollo - OFB,Actividades artísticas y académicas realizadas por las áreas de la Dirección de Fomento y Desarrollo durante el año,https://www.datos.gov.co/dataset/Actividades-Dirección-de-Fomento-y-Desarrollo-OFB/fzxm-q9td,Enlace externo,January 12 2019,1,conferencias/conciertos/centros filarmonicos/alcaldias locales/proyecto esc,,,,,,,,,,,,,
1557,Peticiones por asunto Julio,"Este grupo está conformado por los siguientes tipos documentales: Derecho de Petición, Solicitud y Tramite Especial; de acuerdo con el análisis realizado se clasificaron las peticiones teniendo en cuenta el tipo de requerimiento realizado por la ciudadanía.",https://www.datos.gov.co/dataset/Peticiones-por-asunto-Julio/3chb-juab,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1558,Informe Procesos Judiciales 2° Trimestre 2018,Se presenta aquí la información sobre los procesos judiciales en curso contra la entidad y las audiencias de conciliación celebradas ante la Procuraduría General de la Nación donde ha sido parte la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Informe-Procesos-Judiciales-2-Trimestre-2018/ysgq-nh68,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1559,Reclamos por asunto Julio,"En julio se presentaron 85 reclamos, los cuales se clasificaron de acuerdo al tipo de servicio que no fue satisfactorio para el ciudadano.",https://www.datos.gov.co/dataset/Reclamos-por-asunto-Julio/pwpu-zvxq,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1560,PQRS por Tipología y Canal de Ingreso,"Para el periodo del 01 al 31 de Julio de 2018, en la Secretaría Distrital de Hacienda ingresaron 10.448 radicados interpuestos por los ciudadanos, correspondientes a las tipologías documentales: peticiones, quejas, reclamos y sugerencias (PQRS).",https://www.datos.gov.co/dataset/PQRS-por-Tipología-y-Canal-de-Ingreso/czha-agqg,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1561,Reclamos por asunto Julio,"En julio se presentaron 85 reclamos, los cuales se clasificaron de acuerdo al tipo de servicio que no fue satisfactorio para el ciudadano.",https://www.datos.gov.co/dataset/Reclamos-por-asunto-Julio/pwpu-zvxq,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1562,Informe Ejecución Secretaría Distrital de Hacienda Junio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Informe-Ejecución-Secretaría-Distrital-de-Hacienda/22me-zqcv,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1563,Modificaciones Contractuales Secretaría Distrital de Hacienda Julio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Modificaciones-Contractuales-Secretaría-Distrital-/txpg-3n3c,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1564,Contratos Secretaría Distrital de Hacienda Julio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Contratos-Secretaría-Distrital-de-Hacienda-Julio-2/i2za-vw6q,Enlace externo,January 12 2019,3,economía y finanzas,,,,,,,,,,,,,
1565,Solicitudes de acceso a la información pública Julio,"Es derecho fundamental de toda persona, que le permite solicitar y recibir información pública (estructura organizacional, servicios, procedimientos y funcionamiento) en posesión o bajo control de los sujetos obligados (Entidades públicas, organismos estatales, personas naturales y jurídicas que presten o desempeñen función pública, partidos o movimientos políticos, grupos significativos de ciudadanos, entidades que administren recursos de naturaleza u origen público). El acceso a la información solamente podrá ser restringido excepcionalmente, cuando se trate de información reservada.",https://www.datos.gov.co/dataset/Solicitudes-de-acceso-a-la-información-pública-Jul/s45q-fguu,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1566,Operaciones Recíprocas Bogotá DC 2018 CGN-2005-002,,https://www.datos.gov.co/dataset/Operaciones-Recíprocas-Bogotá-DC-2018-CGN-2005-002/csnj-8ssb,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1567,Informe de Condiciones Financieras de Créditos Vigentes Julio 2018,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-de-Condiciones-Financieras-de-Créditos-Vig/hnpf-jqmt,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1568,Consolidados de Bogotá D.C,,https://www.datos.gov.co/dataset/Consolidados-de-Bogotá-D-C/8ar4-3r5t,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1569,Ajustes por tasa de Cambio - Administración Central- julio de 2018-Cifras en COP Y USD,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Ajustes-por-tasa-de-Cambio-Administración-Central-/mkcg-xhvg,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1570,Características del Portafolio de Pasivos Secretaría Distrital De Hacienda,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Características-del-Portafolio-de-Pasivos-Secretar/7q8r-p7e3,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1571,Informe Mensual de la Deuda Publica Administración Central,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-Mensual-de-la-Deuda-Publica-Administración/u8rh-kjhk,Enlace externo,January 12 2019,3,economía y finanzas,,,,,,,,,,,,,
1572,Formato CGN_2005_001 Secretaría Distrital De Hacienda,Información Contable Saldos y Movimientos de enero 01 a marzo 31 de 2018,https://www.datos.gov.co/dataset/Formato-CGN_2005_001-Secretaría-Distrital-De-Hacie/qjje-sx4r,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1573,Informe Acumulado de la Deuda Publica Administración Central,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-Acumulado-de-la-Deuda-Publica-Administraci/k2ya-37fs,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1574,Formato CGN 2005 002 Secretaría Distrital de Hacienda,Información contable de los movimientos de transacciones reciprocas entre entidades distritales de enero 01 a marzo 31 de 2018,https://www.datos.gov.co/dataset/Formato-CGN-2005-002-Secretaría-Distrital-de-Hacie/4spg-z7ge,Enlace externo,January 12 2019,9,economía y finanzas,,,,,,,,,,,,,
1575,Localización de las Estaciones Calidad del Aire en Bogotá,"El objeto geográfico almacena la ubicación de las estaciones de la Red de Monitoreo de Calidad del Aire de Bogotá (RMCAB) para el área urbana del Distrito Capital , localizado mediante coordenadas planas cartesianas en el sistema de referencia Magna-Sirgas.Temáticamente da cuenta del nombre de la estación de monitoreo que identifica el lugar donde se encuentra instalada, codificación, dirección, nombre de la entidad que permite la instalación de los equipos, altura de la estación snmm y altura de la estación con referencia al suelo, propósito de medición de la estación (Tráfico, fondo de la ciudad, de frontera, industrial) y si la estación está activa o inactiva. Cada estación es integrada por una cabina que se instrumenta con un conjunto de equipos de medición de contaminantes atmosféricos primarios y secundarios, y de equipos de medición meteorológica manuales o automáticos situados en posición estratégica. La capa fue construida a partir del posicionamiento de las estaciones en campo, de la cual se obtuvo las coordenadas geográficas correspondientes, que luego se integraron a los datos de la estación definidos en el Catálogo de Objetos Geográficos Ambientales de la Secretaría Distrital de Ambiente.",https://www.datos.gov.co/dataset/Localización-de-las-Estaciones-Calidad-del-Aire-en/3nmm-rdu5,Enlace externo,January 12 2019,1,monitoreo aire/monitoreo/estaciónes/estación/calidad del ,,,,,,,,,,,,,
1576,Registro de activos de información e Índice de información clasificada y reservada,egistro de activos de información e Índice de información clasificada y reservada de IDIGER,https://www.datos.gov.co/dataset/Registro-de-activos-de-información-e-Índice-de-inf/de7v-8kkq,Enlace externo,January 12 2019,8,activos de información idiger/idiger/indice de información idiger/información clasificada y reservada/indice de informa,,,,,,,,,,,,,
1577,SUGA,"SUGA - Sistema Único de Gestión para el registro, evaluación y Autorización de Actividades de Aglomeración de Público en el Distrito Capital",https://www.datos.gov.co/dataset/SUGA/mq2z-7x8m,Enlace externo,January 12 2019,1,espectaculos publicos/complejidades/conciertos/planes de emergencia/escena,,,,,,,,,,,,,
1578,SURR,Sistema Único de Registro de Reasentamientos,https://www.datos.gov.co/dataset/SURR/g5rd-wyrn,Enlace externo,January 12 2019,0,relocalizacion transitoria/reubicacion/reparacion y reconstruccion/reasentamie,,,,,,,,,,,,,
1579,Relación derechos de petición Enero a Marzo de 2018,"El conjunto de datos abiertos ""Relación derechos de petición Enero a Marzo de 2018"" registra las diferentes solicitudes de peticiones, quejas, reclamos o solicitud de información que los ciudadanos han registrado en las oficinas de la Contraloría de Bogotá en el primer trimestre del año 2018.",https://www.datos.gov.co/dataset/Relación-derechos-de-petición-Enero-a-Marzo-de-201/67hr-a29b,Enlace externo,January 12 2019,0,derecho de petición/queja,,,,,,,,,,,,,
1580,PLAN DE ACCIÓN INSTITUCIONAL INTEGRADO,"Documento que consolida la estrategia desarrollada a través de proyectos o acciones en cada vigencia para dar cumplimiento a las Metas, programas y proyectos del Plan de Desarrollo Distrital y demás proyectos o actividades que soportan la misionalidad del Departamento Administrativo del Servicio Civil Distrital.",https://www.datos.gov.co/dataset/PLAN-DE-ACCIÓN-INSTITUCIONAL-INTEGRADO/r2bn-3ka6,Enlace externo,January 12 2019,4,plan de accion/plan estrategico/estrategias/plan de acc,,,,,,,,,,,,,
1581,Plan Anual de Adquisiciones,"El Plan Anual de Adquisiciones es una herramienta que facilita identificar, registrar, programar y divulgar las necesidades de bienes y servicios de la entidad",https://www.datos.gov.co/dataset/Plan-Anual-de-Adquisiciones/uzi5-hs6w,Enlace externo,January 12 2019,2,adquisiciones/contratación/pl,,,,,,,,,,,,,
1582,Recaudo Aporte Voluntario por Impuesto,"Información de Recaudo por año de presentación, para cada uno de proyecto para el aporte voluntario desde el 2009 al 2017",https://www.datos.gov.co/dataset/Recaudo-Aporte-Voluntario-por-Impuesto/wj9u-f442,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1583,Esquema de publicación,Descripcion no disponible,https://www.datos.gov.co/dataset/Esquema-de-publicación/iu72-bndf,Enlace externo,January 12 2019,2,datos abiertos bogota,,,,,,,,,,,,,
1584,Ejecución Presupuestal,"Es el proceso mediante el cual se afecta en forma definitiva la apropiación  presupuestal   y se garantiza que esta no será desviada a ningún otro fin; se inicia  con la asunción de compromisos, los cuales se respaldan con la expedición previa del CDP y con la operación del registro presupuestal que lo perfecciona.",https://www.datos.gov.co/dataset/Ejecución-Presupuestal/adee-45b2,Enlace externo,January 12 2019,3,presupuesto/ejecución presupuesta,,,,,,,,,,,,,
1585,Recaudo RETEICA,"Información de Recaudo RETEICA (es un sistema de recaudo anticipado del impuesto Industria, Comercio y Avisos y Tableros), del año gravable 2007 al 2017.",https://www.datos.gov.co/dataset/Recaudo-RETEICA/9d88-v864,Enlace externo,January 12 2019,2,economía y finanzas,,,,,,,,,,,,,
